1 	 1.000000 	 2.000000 
2 	 1.693147 	 1.362464 
3 	 2.791759 	 0.894032 
4 	 4.178054 	 0.630168 
5 	 5.787492 	 0.473487 
6 	 7.579251 	 0.373216 
7 	 9.525161 	 0.304855 
8 	 11.604603 	 0.255853 
9 	 13.801827 	 0.219305 
10 	 16.104413 	 0.191163 
11 	 18.502308 	 0.168923 
12 	 20.987214 	 0.150965 
13 	 23.552164 	 0.136201 
14 	 26.191221 	 0.123874 
15 	 28.899271 	 0.113446 
16 	 31.671860 	 0.104523 
17 	 34.505073 	 0.096810 
18 	 37.395445 	 0.090085 
19 	 40.339884 	 0.084173 
20 	 43.335616 	 0.078941 
21 	 46.380139 	 0.074281 
22 	 49.471181 	 0.070106 
23 	 52.606676 	 0.066347 
24 	 55.784729 	 0.062946 
25 	 59.003605 	 0.059856 
26 	 62.261702 	 0.057037 
27 	 65.557539 	 0.054455 
28 	 68.889743 	 0.052083 
29 	 72.257039 	 0.049898 
30 	 75.658236 	 0.047877 
31 	 79.092224 	 0.046005 
32 	 82.557959 	 0.044265 
33 	 86.054467 	 0.042644 
34 	 89.580828 	 0.041131 
35 	 93.136176 	 0.039716 
36 	 96.719695 	 0.038389 
37 	 100.330612 	 0.037144 
38 	 103.968199 	 0.035972 
39 	 107.631760 	 0.034868 
40 	 111.320640 	 0.033825 
41 	 115.034212 	 0.032840 
42 	 118.771881 	 0.031908 
43 	 122.533082 	 0.031024 
44 	 126.317271 	 0.030185 
45 	 130.123934 	 0.029388 
46 	 133.952575 	 0.028630 
47 	 137.802723 	 0.027908 
48 	 141.673924 	 0.027219 
49 	 145.565744 	 0.026562 
50 	 149.477767 	 0.025934 
51 	 153.409593 	 0.025334 
52 	 157.360836 	 0.024759 
53 	 161.331128 	 0.024209 
54 	 165.320112 	 0.023681 
55 	 169.327445 	 0.023175 
56 	 173.352797 	 0.022688 
57 	 177.395848 	 0.022221 
58 	 181.456291 	 0.021772 
59 	 185.533829 	 0.021339 
60 	 189.628173 	 0.020923 
61 	 193.739047 	 0.020521 
62 	 197.866182 	 0.020134 
63 	 202.009316 	 0.019761 
64 	 206.168199 	 0.019400 
65 	 210.342587 	 0.019052 
66 	 214.532241 	 0.018715 
67 	 218.736934 	 0.018390 
68 	 222.956442 	 0.018075 
69 	 227.190548 	 0.017770 
70 	 231.439044 	 0.017475 
71 	 235.701723 	 0.017189 
72 	 239.978390 	 0.016912 
73 	 244.268849 	 0.016643 
74 	 248.572914 	 0.016382 
75 	 252.890402 	 0.016129 
76 	 257.221136 	 0.015883 
77 	 261.564941 	 0.015644 
78 	 265.921650 	 0.015412 
79 	 270.291098 	 0.015186 
80 	 274.673124 	 0.014967 
81 	 279.067573 	 0.014753 
82 	 283.474293 	 0.014546 
83 	 287.893133 	 0.014343 
84 	 292.323950 	 0.014146 
85 	 296.766601 	 0.013955 
86 	 301.220949 	 0.013768 
87 	 305.686857 	 0.013585 
88 	 310.164194 	 0.013408 
89 	 314.652830 	 0.013234 
90 	 319.152640 	 0.013065 
91 	 323.663499 	 0.012900 
92 	 328.185288 	 0.012739 
93 	 332.717887 	 0.012582 
94 	 337.261182 	 0.012428 
95 	 341.815059 	 0.012278 
96 	 346.379407 	 0.012131 
97 	 350.954118 	 0.011988 
98 	 355.539086 	 0.011848 
99 	 360.134205 	 0.011710 
100      364.739376      0.011576 
